LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold
1.3222192947339193,3.225309281725863,0.6989700043360189,0.6989700043360189,3.2946866242794433,3.2946866242794433,2.6919651027673606,2.4771212547196626,-inf,2.3521825181113627,2.720159303405957,2.720159303405957,2.7535830588929064,-inf,3.0382226383687185,-inf,-inf,0.0,0.0,0.47712125471966244,0.0,0.7781512503836436,-inf,3.3003780648707024,0.0,2.505149978319906,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.47712125471966244,3.3031960574204886
1.380211241711606,3.357934847000454,0.7781512503836436,0.7781512503836436,3.295567099962479,3.295567099962479,-inf,2.710963118995276,-inf,2.5327543789924976,2.931966114728173,2.931966114728173,2.7788744720027396,-inf,3.1631613749770184,-inf,-inf,0.3010299956639812,0.0,0.47712125471966244,0.0,0.7781512503836436,0.0,3.295567099962479,0.3010299956639812,2.6434526764861874,2.2380461031287955,-inf,-inf,-inf,-inf,-inf,-inf,0.7781512503836436,3.3031960574204886
1.380211241711606,3.357934847000454,0.8450980400142568,0.7781512503836436,3.295567099962479,3.295567099962479,-inf,-inf,-inf,2.9222062774390163,2.9222062774390163,2.9222062774390163,-inf,-inf,2.9222062774390163,-inf,-inf,0.0,-inf,0.3010299956639812,0.0,0.6020599913279624,-inf,3.295567099962479,0.0,2.4885507165004443,-inf,1.4771212547196624,-inf,-inf,-inf,-inf,-inf,0.7781512503836436,3.3031960574204886
2.0086001717619175,4.1091734214254725,0.9542425094393249,0.6989700043360189,3.3029799367482493,3.3031960574204886,2.2095150145426308,-inf,-inf,3.2013971243204513,3.2013971243204513,3.2113875529368587,2.8494194137968996,-inf,3.3681008517093516,-inf,-inf,0.3010299956639812,0.0,0.47712125471966244,0.0,1.0,0.0,3.3029799367482493,0.47712125471966244,2.8756399370041685,2.1583624920952498,2.123851640967086,-inf,-inf,-inf,-inf,-inf,0.0,3.3031960574204886
1.9731278535996986,4.110017006792112,0.9030899869919435,0.6989700043360189,3.3029799367482493,3.3031960574204886,2.4082399653118496,-inf,-inf,3.188647295999717,3.188647295999717,3.188647295999717,-inf,-inf,3.188647295999717,-inf,-inf,0.3010299956639812,-inf,0.47712125471966244,0.0,0.8450980400142568,-inf,3.3029799367482493,0.47712125471966244,2.938519725176492,-inf,1.5440680443502757,-inf,-inf,-inf,-inf,-inf,0.7781512503836436,3.3031960574204886
1.9542425094393248,4.061452479087193,0.9542425094393249,0.6989700043360189,3.302114376956201,3.302114376956201,2.788875115775417,2.041392685158225,-inf,3.2008504980910777,3.229937685907934,3.229937685907934,-inf,-inf,3.229937685907934,-inf,-inf,0.3010299956639812,-inf,0.47712125471966244,0.0,0.8450980400142568,0.0,3.302114376956201,0.47712125471966244,2.863322860120456,2.2833012287035497,1.8692317197309762,-inf,-inf,-inf,-inf,-inf,0.7781512503836436,3.3031960574204886
1.8976270912904414,4.14989620715876,0.9030899869919435,0.6989700043360189,3.302114376956201,3.302330928684399,2.380211241711606,1.4471580313422192,-inf,3.2538224387080734,3.2605483726369795,3.2605483726369795,-inf,-inf,3.2605483726369795,-inf,-inf,0.3010299956639812,-inf,0.47712125471966244,0.0,0.9030899869919435,0.0,3.302114376956201,0.47712125471966244,2.8312296938670634,-inf,2.075546961392531,-inf,-inf,-inf,-inf,-inf,0.3010299956639812,3.3031960574204886
2.041392685158225,4.155336037465061,0.9542425094393249,0.6989700043360189,3.3016809492935764,3.301897717195208,3.0394141191761372,3.137670537236755,-inf,3.168202746842631,3.4542348957482654,3.4307198878632823,-inf,-inf,3.4307198878632823,0.0,-inf,0.3010299956639812,0.0,0.47712125471966244,0.0,1.0,0.3010299956639812,3.3016809492935764,0.47712125471966244,2.9813655090785445,2.342422680822206,2.1760912590556813,-inf,-inf,-inf,-inf,-inf,0.7781512503836436,3.3031960574204886
2.0211892990699383,4.135132651376775,0.9030899869919435,0.6989700043360189,3.3014640731432996,3.3014640731432996,2.3654879848909,2.761927838420529,-inf,3.038620161949703,3.2229764498933915,3.2271150825891253,2.7505083948513462,-inf,3.3521825181113627,0.0,-inf,0.3010299956639812,0.0,0.47712125471966244,0.0,0.8450980400142568,0.0,3.3014640731432996,0.47712125471966244,2.8785217955012063,2.376576957056512,2.113943352306837,-inf,-inf,-inf,-inf,-inf,0.7781512503836436,3.3031960574204886
1.6127838567197355,3.853211334503317,0.9030899869919435,0.6989700043360189,3.302330928684399,3.302330928684399,2.250420002308894,1.380211241711606,-inf,3.1290450598879582,3.1367205671564067,3.1367205671564067,-inf,-inf,3.1367205671564067,-inf,-inf,0.3010299956639812,-inf,0.3010299956639812,0.0,0.7781512503836436,0.0,3.302330928684399,0.3010299956639812,2.6848453616444123,2.0791812460476247,1.6901960800285136,-inf,-inf,-inf,-inf,-inf,0.6020599913279624,3.3031960574204886
2.0,4.267030853292765,0.7781512503836436,0.6989700043360189,3.302114376956201,3.302114376956201,-inf,-inf,-inf,3.121887985103681,3.121887985103681,3.121887985103681,-inf,-inf,3.121887985103681,-inf,-inf,0.3010299956639812,-inf,0.47712125471966244,0.0,0.7781512503836436,-inf,3.302114376956201,0.3010299956639812,2.6334684555795866,1.5563025007672873,1.3617278360175928,-inf,-inf,-inf,-inf,-inf,0.0,3.3031960574204886
1.6334684555795866,3.5055569386638217,0.8450980400142568,0.6989700043360189,3.302330928684399,3.302330928684399,1.146128035678238,1.2041199826559248,-inf,3.052693941924968,3.0588054866759067,3.0588054866759067,-inf,-inf,3.0588054866759067,-inf,-inf,0.3010299956639812,-inf,0.3010299956639812,0.0,0.7781512503836436,-inf,3.302330928684399,0.3010299956639812,2.640481436970422,2.0,2.0644579892269186,-inf,-inf,-inf,-inf,-inf,0.0,3.3031960574204886
1.8260748027008264,4.123851640967086,0.8450980400142568,0.6989700043360189,3.301897717195208,3.301897717195208,-inf,2.513217600067939,-inf,1.7634279935629373,2.584331224367531,2.8715729355458786,2.7993405494535817,-inf,3.137986732723532,0.0,-inf,0.3010299956639812,0.0,0.47712125471966244,0.0,0.8450980400142568,0.0,3.301897717195208,0.3010299956639812,2.6020599913279625,2.0,-inf,-inf,-inf,-inf,-inf,-inf,0.7781512503836436,3.3031960574204886
1.7993405494535817,3.9333354100776514,0.8450980400142568,0.6989700043360189,3.301897717195208,3.301897717195208,-inf,-inf,-inf,2.9278834103307068,2.9278834103307068,2.9278834103307068,2.9474337218870508,-inf,3.238798562713917,-inf,-inf,0.3010299956639812,0.0,0.47712125471966244,0.0,0.8450980400142568,0.0,3.301897717195208,0.3010299956639812,2.6364878963533656,2.1583624920952498,1.6812412373755872,-inf,-inf,-inf,-inf,-inf,0.6020599913279624,3.3031960574204886
1.7781512503836436,4.241372130158435,0.9030899869919435,0.6989700043360189,3.3005954838899636,3.3005954838899636,2.0569048513364727,-inf,-inf,3.2119210843085093,3.2119210843085093,3.216165902285993,2.9190780923760737,-inf,3.3935752032695876,-inf,-inf,0.3010299956639812,0.0,0.6020599913279624,0.0,0.8450980400142568,0.0,3.3005954838899636,0.47712125471966244,2.983175072037813,1.3617278360175928,2.2355284469075487,-inf,-inf,2.4082399653118496,-inf,-inf,0.0,3.3031960574204886
1.863322860120456,3.9536147416906404,0.9030899869919435,0.6989700043360189,3.302114376956201,3.302330928684399,2.3541084391474008,-inf,-inf,3.2027606873931997,3.2027606873931997,3.2027606873931997,-inf,-inf,3.2027606873931997,-inf,-inf,0.3010299956639812,-inf,0.3010299956639812,0.0,0.7781512503836436,0.0,3.302114376956201,0.47712125471966244,2.9444826721501687,2.1583624920952498,-inf,-inf,-inf,-inf,-inf,-inf,0.6989700043360189,3.3031960574204886
1.9637878273455553,3.964495339555093,0.8450980400142568,0.6989700043360189,3.3029799367482493,3.3031960574204886,-inf,-inf,-inf,3.0856472882968564,3.0856472882968564,3.0856472882968564,-inf,-inf,3.0856472882968564,-inf,-inf,0.3010299956639812,-inf,0.3010299956639812,0.0,0.6020599913279624,-inf,3.3029799367482493,0.3010299956639812,2.829946695941636,-inf,2.1335389083702174,-inf,-inf,-inf,-inf,-inf,0.6020599913279624,3.3031960574204886
1.9242792860618816,4.018700498666243,0.7781512503836436,0.6989700043360189,3.302114376956201,3.302114376956201,-inf,3.1504494094608804,-inf,1.7323937598229686,3.166726055580052,3.166726055580052,-inf,-inf,3.166726055580052,0.0,-inf,0.3010299956639812,-inf,0.3010299956639812,0.0,0.7781512503836436,0.0,3.302114376956201,0.3010299956639812,2.722633922533812,-inf,2.0086001717619175,-inf,-inf,2.3344537511509307,-inf,-inf,0.6989700043360189,3.3031960574204886
1.845098040014257,4.076276255404218,0.8450980400142568,0.6989700043360189,3.301897717195208,3.301897717195208,2.0863598306747484,-inf,-inf,2.919601023784111,2.919601023784111,2.919601023784111,2.9180303367848803,-inf,3.2198463860243605,-inf,-inf,0.3010299956639812,0.0,0.47712125471966244,0.0,0.9030899869919435,-inf,3.301897717195208,0.3010299956639812,2.6848453616444123,2.1583624920952498,1.8325089127062364,-inf,-inf,-inf,-inf,-inf,0.6020599913279624,3.3031960574204886
1.845098040014257,3.9912260756924947,0.6989700043360189,0.6989700043360189,3.2833012287035497,3.290034611362518,-inf,-inf,-inf,2.9116901587538613,2.9116901587538613,3.0051805125037805,-inf,-inf,3.0051805125037805,-inf,-inf,0.0,-inf,0.3010299956639812,0.0,0.6989700043360189,-inf,3.2833012287035497,0.0,2.632457292184724,2.08278537031645,-inf,1.9030899869919435,-inf,-inf,-inf,-inf,0.6020599913279624,3.3031960574204886
1.591064607026499,4.187802638718419,0.7781512503836436,0.7781512503836436,3.295347148333618,3.3014640731432996,2.3979400086720375,2.100370545117563,2.9339931638312424,2.3483048630481607,3.082066934285113,3.17435059747938,-inf,-inf,3.17435059747938,0.0,-inf,0.3010299956639812,-inf,0.47712125471966244,0.0,0.8450980400142568,0.3010299956639812,3.295347148333618,0.3010299956639812,2.663700925389648,2.4712917110589387,-inf,2.2695129442179165,-inf,-inf,-inf,-inf,0.6020599913279624,3.3031960574204886
1.9294189257142929,4.118694507897838,0.9030899869919435,0.6989700043360189,3.2995072987004876,3.2995072987004876,2.7024305364455254,2.3979400086720375,2.9916690073799486,-inf,3.090258052931316,3.09725730969342,3.040602340114073,-inf,3.370883016777606,0.0,-inf,0.3010299956639812,0.0,0.6020599913279624,0.0,0.9542425094393249,0.0,3.2995072987004876,0.47712125471966244,2.8819549713396007,1.505149978319906,2.113943352306837,-inf,-inf,-inf,-inf,-inf,0.7781512503836436,3.3031960574204886
1.9444826721501687,4.046651216970919,0.9030899869919435,0.6989700043360189,3.29928933408768,3.2995072987004876,2.255272505103306,3.052693941924968,-inf,2.416640507338281,3.143014800254095,3.14674801363064,2.91539983521227,-inf,3.3473300153169503,0.0,-inf,0.3010299956639812,0.0,0.6020599913279624,0.0,0.8450980400142568,0.0,3.29928933408768,0.47712125471966244,2.8530895298518657,2.296665190261531,1.4771212547196624,-inf,-inf,-inf,-inf,-inf,0.7781512503836436,3.3031960574204886
1.3979400086720377,3.6843964784190204,0.8450980400142568,0.6989700043360189,3.301897717195208,3.302114376956201,-inf,3.1132746924643504,-inf,2.278753600952829,3.17260293120986,3.17260293120986,-inf,-inf,3.17260293120986,0.0,-inf,0.3010299956639812,-inf,0.3010299956639812,0.0,0.7781512503836436,0.0,3.301897717195208,0.3010299956639812,2.7041505168397992,2.225309281725863,1.6989700043360187,-inf,-inf,-inf,-inf,-inf,0.47712125471966244,3.3031960574204886
1.591064607026499,3.5459253293558426,0.8450980400142568,0.6989700043360189,3.301897717195208,3.301897717195208,-inf,-inf,-inf,2.9242792860618816,2.9242792860618816,2.9242792860618816,2.9242792860618816,-inf,3.225309281725863,-inf,-inf,0.3010299956639812,0.0,0.3010299956639812,0.0,0.47712125471966244,-inf,3.301897717195208,0.3010299956639812,2.7693773260761385,-inf,2.0453229787866576,-inf,-inf,-inf,-inf,-inf,0.0,3.3031960574204886
1.4771212547196624,3.5071809772602407,0.8450980400142568,0.6989700043360189,3.301897717195208,3.301897717195208,2.0791812460476247,2.4471580313422194,-inf,2.505149978319906,2.7781512503836434,2.7781512503836434,2.7781512503836434,-inf,3.0791812460476247,-inf,-inf,0.3010299956639812,0.0,0.3010299956639812,0.0,0.6020599913279624,-inf,3.301897717195208,0.3010299956639812,2.681241237375587,-inf,2.2355284469075487,-inf,-inf,-inf,-inf,-inf,0.6020599913279624,3.3031960574204886
1.380211241711606,3.4055171069763763,0.8450980400142568,0.6989700043360189,3.301897717195208,3.302114376956201,-inf,2.5658478186735176,1.6232492903979006,2.278753600952829,2.7781512503836434,2.7781512503836434,2.7781512503836434,-inf,3.0791812460476247,0.0,-inf,0.3010299956639812,0.0,0.3010299956639812,0.0,0.6020599913279624,-inf,3.301897717195208,0.3010299956639812,2.681241237375587,-inf,2.2355284469075487,-inf,-inf,-inf,-inf,-inf,0.3010299956639812,3.3031960574204886
1.380211241711606,3.4055171069763763,0.7781512503836436,0.6989700043360189,3.302114376956201,3.302114376956201,2.3344537511509307,2.575187844927661,-inf,2.3502480183341627,2.7781512503836434,2.7781512503836434,2.803457115648414,-inf,3.092018470752797,0.0,-inf,0.3010299956639812,0.0,0.3010299956639812,0.0,0.6020599913279624,-inf,3.302114376956201,0.3010299956639812,2.681241237375587,-inf,2.220108088040055,-inf,-inf,-inf,-inf,-inf,0.6989700043360189,3.3031960574204886
-inf,3.4742162640762553,0.7781512503836436,0.6989700043360189,3.3010299956639813,3.3010299956639813,3.064083435963596,2.66838591669,-inf,2.462397997898956,2.8785217955012063,2.8785217955012063,2.8785217955012063,-inf,3.1795517911651876,0.0,-inf,0.3010299956639812,0.0,0.3010299956639812,0.0,0.6989700043360189,-inf,3.3010299956639813,0.3010299956639812,2.6434526764861874,-inf,1.505149978319906,-inf,-inf,-inf,-inf,-inf,0.6989700043360189,3.3031960574204886
-inf,3.3807537708039,0.8450980400142568,0.6989700043360189,3.3016809492935764,3.3016809492935764,-inf,2.3873898263387296,-inf,2.456366033129043,2.724275869600789,2.724275869600789,2.7403626894942437,-inf,3.03342375548695,-inf,-inf,0.3010299956639812,0.0,0.3010299956639812,0.0,0.6020599913279624,-inf,3.3016809492935764,0.3010299956639812,2.6954816764901977,-inf,1.6989700043360187,-inf,-inf,-inf,-inf,-inf,0.7781512503836436,3.3031960574204886
1.7558748556724915,4.109004507541385,0.9030899869919435,0.6989700043360189,3.3031960574204886,3.3031960574204886,-inf,3.0136796972911926,-inf,2.785329835010767,3.215373152783422,3.151676230847048,-inf,-inf,3.151676230847048,0.0,-inf,0.0,0.0,0.0,0.0,0.7781512503836436,0.0,3.3031960574204886,0.47712125471966244,2.9304395947667,2.204119982655925,2.2833012287035497,-inf,2.3502480183341627,-inf,-inf,-inf,0.6020599913279624,3.3031960574204886
1.8325089127062364,3.867997510344951,0.9030899869919435,0.6989700043360189,3.3010299956639813,3.3010299956639813,-inf,2.6848453616444123,-inf,2.6910814921229687,2.989004615698537,2.989004615698537,2.9410142437055695,-inf,3.2667019668840878,0.0,-inf,0.3010299956639812,0.0,0.47712125471966244,0.0,0.8450980400142568,0.0,3.3010299956639813,0.3010299956639812,2.77232170672292,2.4471580313422194,2.2648178230095364,-inf,-inf,-inf,-inf,-inf,0.6020599913279624,3.3031960574204886
1.9030899869919435,3.9030899869919438,0.8450980400142568,0.6989700043360189,3.3014640731432996,3.3014640731432996,-inf,2.9206450014067875,-inf,2.8188854145940097,3.17376882313665,3.17376882313665,-inf,-inf,3.17376882313665,0.0,-inf,0.3010299956639812,-inf,0.47712125471966244,0.0,0.7781512503836436,0.0,3.3014640731432996,0.3010299956639812,2.7752462597402365,2.4424797690644486,2.1367205671564067,-inf,-inf,-inf,-inf,-inf,0.6020599913279624,3.3031960574204886
-inf,4.019365574572488,0.7781512503836436,0.7781512503836436,3.2938043599193367,3.2938043599193367,2.0791812460476247,2.7041505168397992,-inf,3.1215598441875008,3.262213705476417,3.262213705476417,-inf,-inf,3.262213705476417,0.0,-inf,0.3010299956639812,-inf,0.6020599913279624,0.0,0.9030899869919435,-inf,3.2938043599193367,0.3010299956639812,2.7283537820212285,-inf,1.8808135922807914,-inf,-inf,-inf,-inf,-inf,0.6989700043360189,3.3031960574204886
1.9030899869919435,4.0330616925381735,0.7781512503836436,0.6989700043360189,3.2995072987004876,3.2995072987004876,-inf,3.0557604646877348,-inf,2.155336037465062,3.1072099696478683,3.1072099696478683,3.084576277934331,-inf,3.397070549959409,0.0,-inf,0.3010299956639812,0.0,0.6020599913279624,0.0,0.9542425094393249,0.0,3.2995072987004876,0.3010299956639812,2.8195439355418688,2.3502480183341627,1.505149978319906,-inf,-inf,-inf,-inf,-inf,0.47712125471966244,3.3031960574204886
-inf,4.275011737778011,0.7781512503836436,0.6989700043360189,3.2962262872611605,3.2962262872611605,-inf,2.8369567370595505,1.662757831681574,2.6910814921229687,3.087781417809542,3.1095785469043866,2.7810369386211318,-inf,3.27669152884504,-inf,0.0,0.47712125471966244,-inf,0.47712125471966244,0.0,0.8450980400142568,0.0,3.2962262872611605,0.3010299956639812,2.8312296938670634,-inf,1.8388490907372552,-inf,-inf,-inf,-inf,-inf,0.6020599913279624,3.3031960574204886
1.9030899869919435,3.9822712330395684,0.7781512503836436,0.7781512503836436,3.2946866242794433,3.2946866242794433,-inf,2.5171958979499744,-inf,2.586587304671755,2.8543060418010806,2.9684829485539352,2.8543060418010806,-inf,3.216165902285993,-inf,-inf,0.0,0.3010299956639812,0.6020599913279624,0.0,0.8450980400142568,-inf,3.2946866242794433,0.3010299956639812,2.6444385894678386,-inf,1.8920946026904804,-inf,-inf,-inf,-inf,-inf,0.7781512503836436,3.3031960574204886
1.9030899869919435,3.9822712330395684,0.6989700043360189,0.6989700043360189,3.2935835134961167,3.2935835134961167,2.2355284469075487,2.843855422623161,-inf,2.727541257028556,3.090610707828407,3.090610707828407,-inf,-inf,3.090610707828407,0.0,-inf,0.0,0.0,0.47712125471966244,0.0,0.7781512503836436,-inf,3.2935835134961167,0.3010299956639812,2.690196080028514,-inf,2.3502480183341627,-inf,-inf,-inf,-inf,-inf,0.6020599913279624,3.3031960574204886
1.9542425094393248,3.9956351945975497,0.6989700043360189,0.6989700043360189,3.2935835134961167,3.2935835134961167,-inf,3.024895960107485,-inf,2.1760912590556813,3.0824263008607717,3.0824263008607717,-inf,-inf,3.0824263008607717,0.0,-inf,0.0,-inf,0.47712125471966244,0.0,0.7781512503836436,-inf,3.2935835134961167,0.3010299956639812,2.7024305364455254,-inf,-inf,2.0791812460476247,-inf,-inf,-inf,-inf,0.6020599913279624,3.3031960574204886
1.9444826721501687,3.9858753573083936,0.6989700043360189,0.7781512503836436,3.2938043599193367,3.2938043599193367,2.428134794028789,3.0043213737826426,-inf,2.6989700043360187,3.1789769472931693,3.1789769472931693,-inf,-inf,3.1789769472931693,0.0,-inf,0.3010299956639812,-inf,0.47712125471966244,0.0,0.7781512503836436,-inf,3.2938043599193367,0.3010299956639812,2.7134905430939424,-inf,1.6020599913279625,-inf,-inf,2.3096301674258988,-inf,-inf,0.6020599913279624,3.3031960574204886
-inf,4.02530586526477,0.7781512503836436,0.6989700043360189,3.2931414834509307,3.2931414834509307,-inf,-inf,-inf,2.7267272090265724,2.7267272090265724,3.053462604925455,2.808885867359812,-inf,3.249198357391113,-inf,-inf,0.3010299956639812,-inf,0.47712125471966244,0.0,0.9030899869919435,-inf,3.2931414834509307,0.3010299956639812,2.681241237375587,-inf,2.2355284469075487,-inf,-inf,-inf,-inf,-inf,0.6989700043360189,3.3031960574204886
1.9912260756924949,4.122543524068754,0.6989700043360189,0.7781512503836436,3.29269900304393,3.3012470886362113,2.1583624920952498,3.1760912590556813,-inf,2.357934847000454,3.2375437381428744,3.2375437381428744,-inf,-inf,3.2375437381428744,0.3010299956639812,-inf,0.3010299956639812,-inf,0.7781512503836436,0.3010299956639812,1.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.0,3.3031960574204886
1.8325089127062364,3.987844950171298,0.6989700043360189,0.8450980400142568,3.290479813330673,3.3014640731432996,2.423245873936808,2.8260748027008264,-inf,2.6720978579357175,3.0569048513364727,3.2853322276438846,2.7259116322950483,-inf,3.3911116137028023,-inf,-inf,0.3010299956639812,-inf,0.47712125471966244,0.0,0.8450980400142568,0.3010299956639812,3.2997251539756367,0.3010299956639812,2.6020599913279625,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.47712125471966244,3.3031960574204886
2.0791812460476247,4.239549720840473,0.7781512503836436,0.7781512503836436,3.2898118391176214,3.290034611362518,2.531478917042255,2.4771212547196626,-inf,2.6830470382388496,2.893206753059848,3.0081741840064264,2.7299742856995555,-inf,3.1920095926536702,-inf,-inf,0.3010299956639812,-inf,0.47712125471966244,0.0,0.7781512503836436,0.0,3.2898118391176214,0.3010299956639812,2.6720978579357175,-inf,-inf,2.1760912590556813,-inf,-inf,-inf,-inf,0.0,3.3031960574204886
